iso_code,year,attr,wb
TEA,2018,population,2066103849.0
TEA,2019,population,2078012370.0
TEA,2020,population,2088015667.0
EMU,1960,population,265203956.0
EMU,1961,population,267621091.0
EMU,1962,population,270110063.0
EMU,1963,population,272655396.0
EMU,1964,population,275163380.0
EMU,1965,population,277650954.0
EMU,1966,population,279969050.0
EMU,1967,population,281974870.0
EMU,1968,population,283866408.0
EMU,1969,population,285778639.0
EMU,1970,population,287338854.0
EMU,1971,population,288923399.0
EMU,1972,population,290874612.0
EMU,1973,population,292728242.0
EMU,1974,population,294399217.0
EMU,1975,population,295923529.0
EMU,1976,population,297251532.0
EMU,1977,population,298441848.0
EMU,1978,population,299652841.0
EMU,1979,population,300886487.0
EMU,1980,population,302184216.0
EMU,1981,population,303343114.0
EMU,1982,population,304174261.0
EMU,1983,population,304787497.0
EMU,1984,population,305299144.0
EMU,1985,population,305877743.0
EMU,1986,population,306640636.0
EMU,1987,population,307488377.0
EMU,1988,population,308516476.0
EMU,1989,population,309837575.0
EMU,1990,population,311262608.0
EMU,1991,population,312708132.0
EMU,1992,population,314162056.0
EMU,1993,population,315449093.0
EMU,1994,population,316366781.0
EMU,1995,population,317181461.0
EMU,1996,population,318003013.0
EMU,1997,population,318761752.0
EMU,1998,population,319433985.0
EMU,1999,population,320258891.0
EMU,2000,population,321310789.0
EMU,2001,population,322547874.0
EMU,2002,population,324125339.0
EMU,2003,population,325885957.0
EMU,2004,population,327682513.0
EMU,2005,population,329380417.0
EMU,2006,population,330922785.0
EMU,2007,population,332645162.0
EMU,2008,population,334274725.0
EMU,2009,population,335360891.0
EMU,2010,population,336151482.0
EMU,2011,population,335419656.0
EMU,2012,population,336159199.0
EMU,2013,population,337302111.0
EMU,2014,population,338462234.0
EMU,2015,population,339488382.0
EMU,2016,population,340481755.0
EMU,2017,population,341217243.0
EMU,2018,population,341979171.0
EMU,2019,population,342283354.0
EMU,2020,population,342708355.0
ECS,1960,population,666753356.0
ECS,1961,population,674450666.0
ECS,1962,population,682397828.0
ECS,1963,population,690411692.0
ECS,1964,population,698355574.0
ECS,1965,population,706070460.0
ECS,1966,population,712830312.0
ECS,1967,population,719406020.0
ECS,1968,population,725725300.0
ECS,1969,population,731903738.0
ECS,1970,population,737524825.0
ECS,1971,population,743140589.0
ECS,1972,population,749283635.0
ECS,1973,population,755259488.0
ECS,1974,population,761029417.0
ECS,1975,population,766625562.0
ECS,1976,population,772129341.0
ECS,1977,population,777422111.0
ECS,1978,population,782653852.0
ECS,1979,population,787910910.0
ECS,1980,population,793299463.0
ECS,1981,population,798559755.0
ECS,1982,population,803342746.0
ECS,1983,population,807903880.0
ECS,1984,population,812662217.0
ECS,1985,population,817497806.0
ECS,1986,population,822470047.0
ECS,1987,population,827505281.0
ECS,1988,population,832553390.0
ECS,1989,population,837438555.0
ECS,1990,population,841536999.0
ECS,1991,population,845399658.0
ECS,1992,population,848878429.0
ECS,1993,population,851973886.0
ECS,1994,population,854082087.0
ECS,1995,population,855490982.0
ECS,1996,population,856856802.0
ECS,1997,population,858163120.0
ECS,1998,population,859296518.0
ECS,1999,population,860311870.0
ECS,2000,population,861270071.0
ECS,2001,population,862339994.0
ECS,2002,population,863908064.0
ECS,2003,population,866189044.0
ECS,2004,population,868783653.0
ECS,2005,population,871433207.0
ECS,2006,population,874134287.0
ECS,2007,population,877278821.0
ECS,2008,population,880911644.0
ECS,2009,population,884448855.0
ECS,2010,population,887904313.0
ECS,2011,population,890136603.0
ECS,2012,population,893755804.0
ECS,2013,population,898022522.0
ECS,2014,population,902367876.0
ECS,2015,population,906669764.0
ECS,2016,population,910870489.0
ECS,2017,population,914608311.0
ECS,2018,population,918031055.0
ECS,2019,population,920807612.0
ECS,2020,population,923142688.0
ECA,1960,population,274647228.0
ECA,1961,population,278931566.0
ECA,1962,population,283238943.0
ECA,1963,population,287564681.0
ECA,1964,population,291878870.0
ECA,1965,population,296127062.0
ECA,1966,population,299713085.0
ECA,1967,population,303366987.0
ECA,1968,population,306934517.0
ECA,1969,population,310433036.0
ECA,1970,population,313941308.0
ECA,1971,population,317445710.0
ECA,1972,population,320945150.0
ECA,1973,population,324422297.0
ECA,1974,population,327916784.0
ECA,1975,population,331431777.0
ECA,1976,population,335100864.0
ECA,1977,population,338710487.0
ECA,1978,population,342280107.0
ECA,1979,population,345827999.0
ECA,1980,population,349436199.0
ECA,1981,population,353122612.0
ECA,1982,population,356678273.0
ECA,1983,population,360204222.0
ECA,1984,population,363975241.0
ECA,1985,population,367739486.0
ECA,1986,population,371479741.0
ECA,1987,population,375227253.0
ECA,1988,population,378837514.0
ECA,1989,population,382076660.0
ECA,1990,population,384394041.0
ECA,1991,population,386438145.0
ECA,1992,population,388126100.0
ECA,1993,population,389516759.0
ECA,1994,population,390275789.0
ECA,1995,population,390571887.0
ECA,1996,population,390931927.0
ECA,1997,population,391287354.0
ECA,1998,population,391524989.0
ECA,1999,population,391488162.0
ECA,2000,population,391578161.0
ECA,2001,population,391307324.0
ECA,2002,population,390980067.0
ECA,2003,population,391145628.0
ECA,2004,population,391510958.0
ECA,2005,population,391928793.0
ECA,2006,population,392488997.0
ECA,2007,population,393193724.0
ECA,2008,population,394372190.0
ECA,2009,population,396021638.0
ECA,2010,population,398060162.0
ECA,2011,population,400286509.0
ECA,2012,population,402534958.0
ECA,2013,population,405034557.0
ECA,2014,population,407530837.0
ECA,2015,population,410073645.0
ECA,2016,population,412538477.0
ECA,2017,population,414846200.0
ECA,2018,population,416880073.0
ECA,2019,population,418757748.0
ECA,2020,population,420185872.0
TEC,1960,population,308424859.0
TEC,1961,population,313062858.0
TEC,1962,population,317744155.0
TEC,1963,population,322502356.0
TEC,1964,population,327271196.0
TEC,1965,population,331852935.0
TEC,1966,population,335704786.0
TEC,1967,population,339692825.0
TEC,1968,population,343594800.0
TEC,1969,population,347372826.0
TEC,1970,population,351017860.0
TEC,1971,population,354660485.0
TEC,1972,population,358451364.0
TEC,1973,population,362249658.0
TEC,1974,population,366086343.0
TEC,1975,population,369959058.0
TEC,1976,population,373993098.0
TEC,1977,population,377959108.0
TEC,1978,population,381826792.0
TEC,1979,population,385669994.0
TEC,1980,population,389610131.0
TEC,1981,population,393632708.0
TEC,1982,population,397542988.0
TEC,1983,population,401434284.0
TEC,1984,population,405559660.0
TEC,1985,population,409642788.0
TEC,1986,population,413657306.0
TEC,1987,population,417635043.0
TEC,1988,population,421417208.0
TEC,1989,population,424805449.0
TEC,1990,population,427282191.0
TEC,1991,population,429373360.0
TEC,1992,population,431065585.0
TEC,1993,population,432578630.0
TEC,1994,population,433470465.0
TEC,1995,population,433786915.0
TEC,1996,population,434113394.0
TEC,1997,population,434471934.0
TEC,1998,population,434720605.0
TEC,1999,population,434661030.0
TEC,2000,population,434305092.0
TEC,2001,population,433855042.0
TEC,2002,population,433512605.0
TEC,2003,population,433653597.0
TEC,2004,population,433997780.0
TEC,2005,population,434404383.0
TEC,2006,population,434941423.0
TEC,2007,population,435624501.0
TEC,2008,population,436807654.0
TEC,2009,population,438478422.0
TEC,2010,population,440398383.0
TEC,2011,population,442630386.0
TEC,2012,population,444865680.0
TEC,2013,population,447330442.0
TEC,2014,population,449780961.0
TEC,2015,population,452263661.0
TEC,2016,population,454682913.0
TEC,2017,population,456945557.0
TEC,2018,population,458942666.0
TEC,2019,population,460788476.0
TEC,2020,population,462132622.0
EUU,1960,population,356906098.0
EUU,1961,population,359998408.0
EUU,1962,population,363200480.0
EUU,1963,population,366516509.0
EUU,1964,population,369850237.0
EUU,1965,population,373032729.0
EUU,1966,population,376039129.0
EUU,1967,population,378917964.0
EUU,1968,population,381605442.0
EUU,1969,population,384216977.0
EUU,1970,population,386322917.0
EUU,1971,population,388391948.0
EUU,1972,population,390995000.0
EUU,1973,population,393524745.0
EUU,1974,population,395949381.0
EUU,1975,population,398316579.0
EUU,1976,population,400473497.0
EUU,1977,population,402425493.0
EUU,1978,population,404271789.0
EUU,1979,population,406051882.0
EUU,1980,population,407875838.0
EUU,1981,population,409551911.0
EUU,1982,population,410895608.0
EUU,1983,population,411974424.0
EUU,1984,population,412931321.0
EUU,1985,population,413924499.0
EUU,1986,population,415076367.0
EUU,1987,population,416301843.0
EUU,1988,population,417653046.0
EUU,1989,population,419073139.0
EUU,1990,population,420477999.0
EUU,1991,population,421730520.0
EUU,1992,population,422963890.0
EUU,1993,population,424341124.0
EUU,1994,population,425399126.0
EUU,1995,population,426203356.0
EUU,1996,population,426896861.0
EUU,1997,population,427538048.0
EUU,1998,population,428109867.0
EUU,1999,population,428815486.0
EUU,2000,population,429328622.0
EUU,2001,population,429895628.0
EUU,2002,population,430881947.0
EUU,2003,population,432415932.0
EUU,2004,population,434040244.0
EUU,2005,population,435581949.0
EUU,2006,population,436998045.0
EUU,2007,population,438468397.0
EUU,2008,population,439876674.0
EUU,2009,population,440917801.0
EUU,2010,population,441532415.0
EUU,2011,population,440746989.0
EUU,2012,population,441395937.0
EUU,2013,population,442469469.0
EUU,2014,population,443576675.0
EUU,2015,population,444543761.0
EUU,2016,population,445487730.0
EUU,2017,population,446186344.0
EUU,2018,population,446915113.0
EUU,2019,population,447197811.0
EUU,2020,population,447479493.0
FCS,1960,population,208280083.0
FCS,1961,population,213082100.0
FCS,1962,population,218087139.0
FCS,1963,population,223284589.0
FCS,1964,population,228670583.0
FCS,1965,population,234243249.0
FCS,1966,population,240005133.0
FCS,1967,population,245962230.0
FCS,1968,population,252116419.0
FCS,1969,population,258473157.0
FCS,1970,population,265037231.0
FCS,1971,population,271800288.0
FCS,1972,population,278767597.0
FCS,1973,population,285961194.0
FCS,1974,population,293417700.0
FCS,1975,population,301154406.0
FCS,1976,population,309196463.0
FCS,1977,population,317520801.0
FCS,1978,population,326050578.0
FCS,1979,population,334679714.0
FCS,1980,population,343334222.0
FCS,1981,population,352006783.0
FCS,1982,population,360736356.0
FCS,1983,population,369569548.0
FCS,1984,population,378570396.0
FCS,1985,population,387802210.0
FCS,1986,population,397235010.0
FCS,1987,population,406892515.0
FCS,1988,population,416947257.0
FCS,1989,population,427617018.0
FCS,1990,population,440953223.0
FCS,1991,population,453319569.0
FCS,1992,population,466482801.0
FCS,1993,population,480127968.0
FCS,1994,population,493815261.0
FCS,1995,population,507247352.0
FCS,1996,population,520303326.0
FCS,1997,population,533112558.0
FCS,1998,population,545728172.0
FCS,1999,population,558627550.0
FCS,2000,population,572303917.0
FCS,2001,population,586760366.0
FCS,2002,population,601848734.0
FCS,2003,population,617468591.0
FCS,2004,population,633460044.0
FCS,2005,population,649704454.0
FCS,2006,population,666174377.0
FCS,2007,population,682901570.0
FCS,2008,population,700030438.0
FCS,2009,population,717553793.0
FCS,2010,population,735448194.0
FCS,2011,population,753858934.0
FCS,2012,population,772742559.0
FCS,2013,population,791943328.0
FCS,2014,population,811249811.0
FCS,2015,population,830536041.0
FCS,2016,population,849739853.0
FCS,2017,population,868954263.0
FCS,2018,population,888488369.0
FCS,2019,population,908739462.0
FCS,2020,population,930004306.0
HPC,1960,population,161734348.0
HPC,1961,population,165573136.0
HPC,1962,population,169567052.0
HPC,1963,population,173722891.0
HPC,1964,population,178048131.0
HPC,1965,population,182548798.0
HPC,1966,population,187227553.0
HPC,1967,population,192084675.0
HPC,1968,population,197119416.0
HPC,1969,population,202329958.0
HPC,1970,population,207714326.0
HPC,1971,population,213272593.0
HPC,1972,population,219004306.0
HPC,1973,population,224905337.0
HPC,1974,population,230970270.0
HPC,1975,population,237195030.0
HPC,1976,population,243590882.0
HPC,1977,population,250160343.0
HPC,1978,population,256880818.0
HPC,1979,population,263721632.0
HPC,1980,population,270668519.0
HPC,1981,population,277719154.0
HPC,1982,population,284905161.0
HPC,1983,population,292290400.0
HPC,1984,population,299959455.0
HPC,1985,population,307980326.0
HPC,1986,population,316358167.0
HPC,1987,population,325095129.0
HPC,1988,population,334249174.0
HPC,1989,population,343887503.0
HPC,1990,population,354047283.0
HPC,1991,population,364782214.0
HPC,1992,population,376055877.0
HPC,1993,population,387705086.0
HPC,1994,population,399503994.0
HPC,1995,population,411298637.0
HPC,1996,population,423019239.0
HPC,1997,population,434736157.0
HPC,1998,population,446608371.0
HPC,1999,population,458867418.0
HPC,2000,population,471680803.0
HPC,2001,population,485112670.0
HPC,2002,population,499113608.0
HPC,2003,population,513601222.0
HPC,2004,population,528444638.0
HPC,2005,population,543555314.0
HPC,2006,population,558909246.0
HPC,2007,population,574560319.0
HPC,2008,population,590590409.0
HPC,2009,population,607115601.0
HPC,2010,population,624219296.0
HPC,2011,population,641921373.0
HPC,2012,population,660193919.0
HPC,2013,population,679013004.0
HPC,2014,population,698336663.0
HPC,2015,population,718128408.0
HPC,2016,population,738387077.0
HPC,2017,population,759106118.0
HPC,2018,population,780234453.0
HPC,2019,population,801708019.0
HPC,2020,population,823480038.0
HIC,1960,population,759783611.0
HIC,1961,population,769499360.0
HIC,1962,population,779465348.0
HIC,1963,population,789358853.0
HIC,1964,population,799159797.0
HIC,1965,population,808596600.0
HIC,1966,population,817426786.0
HIC,1967,population,825698975.0
HIC,1968,population,833895491.0
HIC,1969,population,842260894.0
HIC,1970,population,850563450.0
HIC,1971,population,860560048.0
HIC,1972,population,869313732.0
HIC,1973,population,877805133.0
HIC,1974,population,886141034.0
HIC,1975,population,894227661.0
HIC,1976,population,901732072.0
HIC,1977,population,909139852.0
HIC,1978,population,916611800.0
HIC,1979,population,924450013.0
HIC,1980,population,932075328.0
HIC,1981,population,939681156.0
HIC,1982,population,946904804.0
HIC,1983,population,953688382.0
HIC,1984,population,960111311.0
HIC,1985,population,966563677.0
HIC,1986,population,973188301.0
HIC,1987,population,979874901.0
HIC,1988,population,986702713.0
HIC,1989,population,993966356.0
HIC,1990,population,1001677611.0
HIC,1991,population,1010166079.0
HIC,1992,population,1016513603.0
HIC,1993,population,1024551207.0
HIC,1994,population,1032035681.0
HIC,1995,population,1040719622.0
HIC,1996,population,1047818942.0
HIC,1997,population,1054747601.0
HIC,1998,population,1061501831.0
HIC,1999,population,1068197515.0
HIC,2000,population,1074819578.0
HIC,2001,population,1081809509.0
HIC,2002,population,1089036403.0
HIC,2003,population,1096166107.0
HIC,2004,population,1103693618.0
HIC,2005,population,1111423301.0
HIC,2006,population,1119840651.0
HIC,2007,population,1128710968.0
HIC,2008,population,1138167727.0
HIC,2009,population,1146611428.0
HIC,2010,population,1154194529.0
HIC,2011,population,1159642350.0
HIC,2012,population,1166465944.0
HIC,2013,population,1173351852.0
HIC,2014,population,1180423771.0
HIC,2015,population,1187317397.0
HIC,2016,population,1194191812.0
HIC,2017,population,1200273579.0
HIC,2018,population,1205920193.0
HIC,2019,population,1210861494.0
HIC,2020,population,1216834555.0
IBD,1960,population,1919643259.0
IBD,1961,population,1940356959.0
IBD,1962,population,1974018983.0
IBD,1963,population,2019553695.0
IBD,1964,population,2065153294.0
IBD,1965,population,2111931236.0
IBD,1966,population,2161881347.0
IBD,1967,population,2211446261.0
IBD,1968,population,2262350288.0
IBD,1969,population,2315407668.0
IBD,1970,population,2369907013.0
IBD,1971,population,2425733326.0
IBD,1972,population,2480636089.0
IBD,1973,population,2535259156.0
IBD,1974,population,2589035943.0
IBD,1975,population,2641036429.0
IBD,1976,population,2691929607.0
IBD,1977,population,2741759767.0
IBD,1978,population,2792102883.0
IBD,1979,population,2843436775.0
IBD,1980,population,2895270850.0
IBD,1981,population,2948643246.0
IBD,1982,population,3004914790.0
IBD,1983,population,3061809639.0
IBD,1984,population,3118212761.0
IBD,1985,population,3175484847.0
IBD,1986,population,3234352999.0
IBD,1987,population,3294789920.0
IBD,1988,population,3355391546.0
IBD,1989,population,3414926034.0
IBD,1990,population,3472795732.0
IBD,1991,population,3529273394.0
IBD,1992,population,3583654056.0
IBD,1993,population,3636953514.0
IBD,1994,population,3689444106.0
IBD,1995,population,3740821342.0
IBD,1996,population,3791695401.0
IBD,1997,population,3842263818.0
IBD,1998,population,3892057436.0
IBD,1999,population,3940452377.0
IBD,2000,population,3987186829.0
IBD,2001,population,4032814517.0
IBD,2002,population,4077635144.0
IBD,2003,population,4122139637.0
IBD,2004,population,4166298061.0
IBD,2005,population,4210302243.0
IBD,2006,population,4253850306.0
IBD,2007,population,4296851873.0
IBD,2008,population,4340107147.0
IBD,2009,population,4383682686.0
IBD,2010,population,4427039470.0
IBD,2011,population,4471931983.0
IBD,2012,population,4518944265.0
IBD,2013,population,4566062769.0
IBD,2014,population,4612371789.0
IBD,2015,population,4657516187.0
IBD,2016,population,4701907494.0
IBD,2017,population,4746018766.0
IBD,2018,population,4787343661.0
IBD,2019,population,4826259460.0
IBD,2020,population,4862308152.0
IBT,1960,population,2299245319.0
IBT,1961,population,2329154652.0
IBT,1962,population,2372380699.0
IBT,1963,population,2427869417.0
IBT,1964,population,2483839827.0
IBT,1965,population,2541414856.0
IBT,1966,population,2602626879.0
IBT,1967,population,2663895780.0
IBT,1968,population,2726850543.0
IBT,1969,population,2792171255.0
IBT,1970,population,2859058030.0
IBT,1971,population,2927364907.0
IBT,1972,population,2994908497.0
IBT,1973,population,3062459678.0
IBT,1974,population,3129647875.0
IBT,1975,population,3195675150.0
IBT,1976,population,3261263509.0
IBT,1977,population,3326428526.0
IBT,1978,population,3392709227.0
IBT,1979,population,3460519136.0
IBT,1980,population,3529315742.0
IBT,1981,population,3600136821.0
IBT,1982,population,3674370514.0
IBT,1983,population,3749764704.0
IBT,1984,population,3825225748.0
IBT,1985,population,3902131693.0
IBT,1986,population,3981206664.0
IBT,1987,population,4062409031.0
IBT,1988,population,4144329655.0
IBT,1989,population,4225751603.0
IBT,1990,population,4306159746.0
IBT,1991,population,4385564153.0
IBT,1992,population,4463428329.0
IBT,1993,population,4540599237.0
IBT,1994,population,4617236728.0
IBT,1995,population,4693043793.0
IBT,1996,population,4768632422.0
IBT,1997,population,4844171403.0
IBT,1998,population,4919044671.0
IBT,1999,population,4992700760.0
IBT,2000,population,5065355830.0
IBT,2001,population,5137393838.0
IBT,2002,population,5209071406.0
IBT,2003,population,5280906028.0
IBT,2004,population,5352906491.0
IBT,2005,population,5425273244.0
IBT,2006,population,5497768362.0
IBT,2007,population,5570325587.0
IBT,2008,population,5643683607.0
IBT,2009,population,5717805879.0
IBT,2010,population,5792386087.0
IBT,2011,population,5868805803.0
IBT,2012,population,5947406419.0
IBT,2013,population,6026674017.0
IBT,2014,population,6105863361.0
IBT,2015,population,6184735051.0
IBT,2016,population,6263736146.0
IBT,2017,population,6343292514.0
IBT,2018,population,6420905201.0
IBT,2019,population,6496952025.0
IBT,2020,population,6570914880.0
IDB,1960,population,120391642.0
IDB,1961,population,123270998.0
IDB,1962,population,126289838.0
IDB,1963,population,129443834.0
IDB,1964,population,132726682.0
IDB,1965,population,136134348.0
IDB,1966,population,139672971.0
IDB,1967,population,143347860.0
IDB,1968,population,147154758.0
IDB,1969,population,151087339.0
IDB,1970,population,155145837.0
IDB,1971,population,159323709.0
IDB,1972,population,163635977.0
IDB,1973,population,168129765.0
IDB,1974,population,172867304.0
IDB,1975,population,177892039.0
IDB,1976,population,183221937.0
IDB,1977,population,188841826.0
IDB,1978,population,194720560.0
IDB,1979,population,200810543.0
IDB,1980,population,207074946.0
IDB,1981,population,213499720.0
IDB,1982,population,220088448.0
IDB,1983,population,226841896.0
IDB,1984,population,233765810.0
IDB,1985,population,240860675.0
IDB,1986,population,248127780.0
IDB,1987,population,255551895.0
IDB,1988,population,263097505.0
IDB,1989,population,270718966.0
IDB,1990,population,278496624.0
IDB,1991,population,286142541.0
IDB,1992,population,293874928.0
IDB,1993,population,301679823.0
IDB,1994,population,309568084.0
IDB,1995,population,317616125.0
IDB,1996,population,325908669.0
IDB,1997,population,334399195.0
IDB,1998,population,342980973.0
IDB,1999,population,351519915.0
IDB,2000,population,360173395.0
IDB,2001,population,368820674.0
IDB,2002,population,377512139.0
IDB,2003,population,386309887.0
IDB,2004,population,395320129.0
IDB,2005,population,404615733.0
IDB,2006,population,414232540.0
IDB,2007,population,424192620.0
IDB,2008,population,434469632.0
IDB,2009,population,444998547.0
IDB,2010,population,456049577.0
IDB,2011,population,467267685.0
IDB,2012,population,478335316.0
IDB,2013,population,489624577.0
IDB,2014,population,501146189.0
IDB,2015,population,512877239.0
IDB,2016,population,524794580.0
IDB,2017,population,536871945.0
IDB,2018,population,549127807.0
IDB,2019,population,561571929.0
IDB,2020,population,574159138.0
IDX,1960,population,259210418.0
IDX,1961,population,265526695.0
IDX,1962,population,272071878.0
IDX,1963,population,278871888.0
IDX,1964,population,285959851.0
IDX,1965,population,293349272.0
IDX,1966,population,301072561.0
IDX,1967,population,309101659.0
IDX,1968,population,317345497.0
IDX,1969,population,325676248.0
IDX,1970,population,334005180.0
IDX,1971,population,342307872.0
IDX,1972,population,350636431.0
IDX,1973,population,359070757.0
IDX,1974,population,367744628.0
IDX,1975,population,376746682.0
IDX,1976,population,386111965.0
IDX,1977,population,395826933.0
IDX,1978,population,405885784.0
IDX,1979,population,416271818.0
IDX,1980,population,426969946.0
IDX,1981,population,437993855.0
IDX,1982,population,449367276.0
IDX,1983,population,461113169.0
IDX,1984,population,473247177.0
IDX,1985,population,485786171.0
IDX,1986,population,498725885.0
IDX,1987,population,512067216.0
IDX,1988,population,525840604.0
IDX,1989,population,540106603.0
IDX,1990,population,554867390.0
IDX,1991,population,570148218.0
IDX,1992,population,585899345.0
IDX,1993,population,601965900.0
IDX,1994,population,618224538.0
IDX,1995,population,634606326.0
IDX,1996,population,651028352.0
IDX,1997,population,667508390.0
IDX,1998,population,684006262.0
IDX,1999,population,700728468.0
IDX,2000,population,717995606.0
IDX,2001,population,735758647.0
IDX,2002,population,753924123.0
IDX,2003,population,772456504.0
IDX,2004,population,791288301.0
IDX,2005,population,810355268.0
IDX,2006,population,829685516.0
IDX,2007,population,849281094.0
IDX,2008,population,869106828.0
IDX,2009,population,889124646.0
IDX,2010,population,909297040.0
IDX,2011,population,929606135.0
IDX,2012,population,950126838.0
IDX,2013,population,970986671.0
IDX,2014,population,992345383.0
IDX,2015,population,1014341625.0
IDX,2016,population,1037034072.0
IDX,2017,population,1060401803.0
IDX,2018,population,1084433733.0
IDX,2019,population,1109120636.0
IDX,2020,population,1134447590.0
IDA,1960,population,379602060.0
IDA,1961,population,388797693.0
IDA,1962,population,398361716.0
IDA,1963,population,408315722.0
IDA,1964,population,418686533.0
IDA,1965,population,429483620.0
IDA,1966,population,440745532.0
IDA,1967,population,452449519.0
IDA,1968,population,464500255.0
IDA,1969,population,476763587.0
IDA,1970,population,489151017.0
IDA,1971,population,501631581.0
IDA,1972,population,514272408.0
IDA,1973,population,527200522.0
IDA,1974,population,540611932.0
IDA,1975,population,554638721.0
IDA,1976,population,569333902.0
IDA,1977,population,584668759.0
IDA,1978,population,600606344.0
IDA,1979,population,617082361.0
IDA,1980,population,634044892.0
IDA,1981,population,651493575.0
IDA,1982,population,669455724.0
IDA,1983,population,687955065.0
IDA,1984,population,707012987.0
IDA,1985,population,726646846.0
IDA,1986,population,746853665.0
IDA,1987,population,767619111.0
IDA,1988,population,788938109.0
IDA,1989,population,810825569.0
IDA,1990,population,833364014.0
IDA,1991,population,856290759.0
IDA,1992,population,879774273.0
IDA,1993,population,903645723.0
IDA,1994,population,927792622.0
IDA,1995,population,952222451.0
IDA,1996,population,976937021.0
IDA,1997,population,1001907585.0
IDA,1998,population,1026987235.0
IDA,1999,population,1052248383.0
IDA,2000,population,1078169001.0
IDA,2001,population,1104579321.0
IDA,2002,population,1131436262.0
IDA,2003,population,1158766391.0
IDA,2004,population,1186608430.0
IDA,2005,population,1214971001.0
IDA,2006,population,1243918056.0
IDA,2007,population,1273473714.0
IDA,2008,population,1303576460.0
IDA,2009,population,1334123193.0
IDA,2010,population,1365346617.0
IDA,2011,population,1396873820.0
IDA,2012,population,1428462154.0
IDA,2013,population,1460611248.0
IDA,2014,population,1493491572.0
IDA,2015,population,1527218864.0
IDA,2016,population,1561828652.0
IDA,2017,population,1597273748.0
IDA,2018,population,1633561540.0
IDA,2019,population,1670692565.0
IDA,2020,population,1708606728.0
LTE,1960,population,1096903448.0
LTE,1961,population,1099284940.0
LTE,1962,population,1113927919.0
LTE,1963,population,1139889997.0
LTE,1964,population,1165421495.0
LTE,1965,population,1191679434.0
LTE,1966,population,1220687497.0
LTE,1967,population,1248850553.0
LTE,1968,population,1277803242.0
LTE,1969,population,1308225875.0
LTE,1970,population,1339320296.0
LTE,1971,population,1370950386.0
LTE,1972,population,1400911434.0
LTE,1973,population,1429901917.0
LTE,1974,population,1457475769.0
LTE,1975,population,1482809855.0
LTE,1976,population,1506611986.0
LTE,1977,population,1528866928.0
LTE,1978,population,1551073484.0
LTE,1979,population,1573488423.0
LTE,1980,population,1595481006.0
LTE,1981,population,1618039026.0
LTE,1982,population,1642764734.0
LTE,1983,population,1667457285.0
LTE,1984,population,1691255626.0
LTE,1985,population,1715762768.0
LTE,1986,population,1741726104.0
LTE,1987,population,1769123601.0
LTE,1988,population,1796650131.0
LTE,1989,population,1823252483.0
LTE,1990,population,1848493286.0
LTE,1991,population,1872533228.0
LTE,1992,population,1892668417.0
LTE,1993,population,1913821985.0
LTE,1994,population,1934464425.0
LTE,1995,population,1955853024.0
LTE,1996,population,1975201502.0
LTE,1997,population,1994262421.0
LTE,1998,population,2012567157.0
LTE,1999,population,2029606212.0
LTE,2000,population,2045117456.0
LTE,2001,population,2059865510.0
LTE,2002,population,2073728615.0
LTE,2003,population,2087283920.0
LTE,2004,population,2100722053.0
LTE,2005,population,2114284047.0
LTE,2006,population,2127728043.0
LTE,2007,population,2140885484.0
LTE,2008,population,2154327657.0
LTE,2009,population,2167824335.0
LTE,2010,population,2180813069.0
LTE,2011,population,2194720542.0
LTE,2012,population,2210411890.0
LTE,2013,population,2226143139.0
LTE,2014,population,2241445370.0
LTE,2015,population,2256036257.0
LTE,2016,population,2270527108.0
LTE,2017,population,2285348589.0
LTE,2018,population,2297874675.0
LTE,2019,population,2308520840.0
LTE,2020,population,2316662680.0
LCN,1960,population,219828794.0
LCN,1961,population,225912719.0
LCN,1962,population,232183258.0
LCN,1963,population,238612680.0
LCN,1964,population,245147710.0
LCN,1965,population,251760583.0
LCN,1966,population,258440584.0
LCN,1967,population,265187879.0
LCN,1968,population,272006857.0
LCN,1969,population,278898334.0
LCN,1970,population,285867424.0
LCN,1971,population,292913867.0
LCN,1972,population,300028905.0
LCN,1973,population,307224818.0
LCN,1974,population,314508488.0
LCN,1975,population,321883714.0
LCN,1976,population,329348136.0
LCN,1977,population,336897935.0
LCN,1978,population,344553109.0
LCN,1979,population,352320721.0
LCN,1980,population,360211832.0
LCN,1981,population,368220724.0
LCN,1982,population,376337306.0
LCN,1983,population,384527729.0
LCN,1984,population,392750803.0
LCN,1985,population,400974913.0
LCN,1986,population,409183996.0
LCN,1987,population,417376183.0
LCN,1988,population,425549887.0
LCN,1989,population,433708712.0
LCN,1990,population,441855797.0
LCN,1991,population,449968703.0
LCN,1992,population,458041493.0
LCN,1993,population,466082322.0
LCN,1994,population,474089591.0
LCN,1995,population,482060085.0
LCN,1996,population,490002410.0
LCN,1997,population,497889881.0
LCN,1998,population,505687097.0
LCN,1999,population,513366691.0
LCN,2000,population,520903474.0
LCN,2001,population,528283130.0
LCN,2002,population,535509387.0
LCN,2003,population,542599527.0
LCN,2004,population,549590680.0
LCN,2005,population,556504216.0
LCN,2006,population,563337657.0
LCN,2007,population,570091479.0
LCN,2008,population,576783743.0
LCN,2009,population,583430021.0
LCN,2010,population,589932530.0
LCN,2011,population,596538052.0
LCN,2012,population,603094656.0
LCN,2013,population,609595811.0
LCN,2014,population,615999056.0
LCN,2015,population,622301041.0
LCN,2016,population,628493594.0
LCN,2017,population,634566052.0
LCN,2018,population,640483827.0
